date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1949-12-01,1774.981578947368,1777.928186961327,1865.3436852893035,2134,1892.3275900836943,2239.3206142584313,2226.1934964846605,2219.0705779775253
1950-01-01,1598.195175438596,1595.7396557802567,1711.2244619976543,1903,1649.6468698753088,2070.482450931117,2046.4588016074365,2002.4748894882377
1950-02-01,1580.5635964912276,1573.1970613476874,1688.5203519306026,1719,1754.573250807504,2033.9567299616112,1992.470344726052,1915.0539780956979
1950-03-01,1717.2478070175434,1704.9702542539237,1819.9705216678235,1617,1778.53446632875,2029.406107196107,2074.5844593709207,1810.0252129783794
1950-04-01,1825.3004385964907,1808.1118673572569,1922.6276027882643,1818,1914.4991144482892,1992.4547221399064,1683.141804259445,1357.5093796269616
1950-05-01,1888.195175438596,1866.0955849837808,1979.9652795024545,2067,2046.8908882223784,2110.0116713746493,1980.5450024229017,1986.5326322385731
1950-06-01,2042.6688596491224,2015.658248282563,2128.7203939156534,2457,2007.109780454945,2224.1421048950897,2195.699723519924,2023.2119432086447
1950-07-01,2432.879385964912,2400.9577509823557,2513.0508407647058,2600,2668.2031134894896,2698.725168540335,2317.670010183856,2729.258623732332
1950-08-01,3537.668859649122,3500.8361949977916,3611.798725312768,3530,3450.895820136499,3306.4569679950814,3950.114521213785,3612.1437164702247
1950-09-01,2787.879385964912,2746.1357035580513,2855.806152822999,2693,2990.833781141104,3577.9127824475627,2955.789534250798,3674.0454345615435
1950-10-01,2318.8267543859647,2272.1720512046386,2380.3889127690827,2448,2293.688106104594,2725.543317076077,2185.362043995555,1562.8286294956042
1950-11-01,2139.300438596491,2087.7347115602984,2194.336478835229,2250,2221.026973307551,2495.2768998701727,2356.6332822085787,2380.871070154204
1950-12-01,1900.7741228070172,1844.2973712727885,1949.1225352319657,1972,1975.9322028197355,2192.076661085717,2083.927275864969,1880.7820386518151
1951-01-01,1723.987719298245,1663.0910443817706,1794.0474001974446,1682,1732.3070422611945,2002.6536193907416,1834.4339849892567,1698.8347702868941
1951-02-01,1706.3561403508768,1641.530654239254,1770.4196803214031,1730,1836.321093831201,1840.2046706665633,1632.1512663734024,1456.1350227669136
1951-03-01,1843.0403508771924,1774.286051435543,1900.9785421835163,1814,1859.4020909782253,1878.897587188282,1650.0431531642243,1591.0827566140783
1951-04-01,1951.09298245614,1878.4098688289284,2002.776617362732,1900,1994.5186317115097,2021.392437881441,1735.5211881898458,1981.6270840454417
1951-05-01,2013.987719298245,1937.375790745505,2059.287590069578,2051,2126.09440908731,2188.512920383572,2059.432309280204,2114.6994818696935
1951-06-01,2168.4614035087716,2087.92065833434,2207.248302409316,2290,2085.5294159095542,2435.1810102057907,2243.0639720915115,2399.3102258622657
1951-07-01,2558.6719298245607,2474.202365324185,2590.816649118789,2599,2745.870974521744,2744.434115647027,2505.690404479523,2396.5596318112184
1951-08-01,3663.461403508771,3575.0630136296736,3688.834735461154,3428,3527.844017734365,3174.05274303599,3447.2218188010147,3485.8732154984755
1951-09-01,2913.671929824561,2821.344726479986,2932.1446666995703,2262,3067.0944262925473,3072.884291689687,3216.806776688809,2553.471171557675
1951-10-01,2444.6192982456137,2348.3632784166257,2456.062232307721,2242,2369.2933097975824,2483.5509210914006,2018.596594080968,1971.8327903441332
1951-11-01,2265.09298245614,2164.9081430623382,2269.376905969817,2103,2296.00884653005,2264.6624653623826,1945.350122515054,2011.906079328326
1951-12-01,2026.5666666666664,1922.453007064881,2023.5623718963848,1825,2050.3228565597133,2022.963487717205,1810.473888536565,1788.626986521689
1952-01-01,1849.7802631578943,1742.2288844639158,1867.918948325577,1670,1806.138587506617,1861.170430536143,1564.454436928192,1498.623323019754
1952-02-01,1832.148684210526,1721.6506986114518,1843.755241847131,1681,1909.6256415700348,1841.2098938175805,1574.520393196577,1681.46926318212
1952-03-01,1968.8328947368416,1855.3883000977933,1973.810419040722,1713,1932.211752198437,1931.991998367332,1586.8698042319584,1728.1090612599673
1952-04-01,2076.885526315789,1960.4943217812315,2075.1371114852973,1954,2066.8655174010655,1986.95592812284,1792.4934808245737,1761.3966541436248
1952-05-01,2139.7802631578943,2020.4424479878603,2131.2090033913855,1876,2198.010630234178,2135.9430138505127,2064.0757810885334,2066.1017664945207
1952-06-01,2294.2539473684205,2171.969519866748,2278.7629368642474,2272,2157.0470835017,2269.715557738094,2292.972049805392,2075.1671450320837
1952-07-01,2684.46447368421,2559.2334311466457,2661.9568066407264,2612,2817.022199547134,2684.394358505219,2496.1662001117747,2542.912595390935
1952-08-01,3789.253947368421,3661.076283742187,3759.63271798398,3590,3598.6609111809657,3034.7348630131005,3402.31706455876,3404.2509184408864
1952-09-01,3039.46447368421,2908.3402008825524,3002.6327761571665,2496,3137.6090991483265,2886.170529707978,2527.949162726716,2386.925616540565
1952-10-01,2570.4118421052626,2436.3409571092443,2526.2727706339697,2441,2439.5378730505063,2457.412065039796,2391.274556499628,2439.75006286389
1952-11-01,2390.8855263157893,2253.868026045009,2339.3421750986,2340,2366.015411168086,2268.818424125736,2195.558485689039,2266.447247696229
1952-12-01,2152.359210526315,2012.3950943376049,2093.3146737615843,2090,2120.1235335708266,2050.985174066736,2020.759905111632,2026.2695548128067
1953-01-01,1975.5728070175433,1833.153176026692,1937.4905848610756,1812,1875.7654878787748,1941.2403823671848,1841.8684165104205,1899.491226659642
1953-02-01,1957.941228070175,1813.5571944642809,1913.1785149868103,1788,1979.110876291204,1874.60763595522,1852.2640728521565,1785.6803397913386
1953-03-01,2094.6254385964908,1948.2770002406749,2043.1176307184649,1837,2001.587432256584,1953.9523878268485,1915.4649992257189,1782.7760162474615
1953-04-01,2202.6780701754383,2054.3652262141654,2144.360563634985,1993,2136.163753784157,2052.1593362767467,2021.0194374229973,2040.4598131588214
1953-05-01,2265.5728070175433,2115.295556710847,2200.3809979469006,2021,2267.2635339301805,2106.013694969407,2065.683179986679,1878.882379005739
1953-06-01,2420.0464912280695,2267.8048328797877,2347.9157757594717,2199,2226.286765498581,2347.070659818835,2381.239722657476,2379.6677918888245
1953-07-01,2810.2570175438595,2656.050948449738,2731.122791809542,2622,2886.28077083286,2725.7064562485552,2609.9441725559764,2502.3814918682037
1953-08-01,3915.04649122807,3758.876005335332,3828.8441513602697,3787,3667.970482743503,3177.812773310017,3529.749554751544,3562.8670645633956
1953-09-01,3165.2570175438595,3007.1221267657493,3071.921959674811,2914,3207.0017819756417,3138.628777513312,2554.2235968120904,2658.2049218104366
1953-10-01,2696.204385964912,2536.105087282494,2595.672006226852,2487,2509.0457781305663,2807.7356996866615,2726.686745161452,2823.4722302575283
1953-11-01,2516.6780701754383,2354.6143605083116,2408.8837647006026,2314,2435.670649488857,2485.0704908958696,2482.9406570020947,2346.306580140659
1953-12-01,2278.1517543859645,2114.1236330909596,2163.030919306589,2139,2189.958216120276,2199.9500823455037,2056.640816530725,2022.9697407527556
1954-01-01,2101.3653508771927,1935.8639190700997,2007.4137882829648,2124,1945.8117256448688,2028.9013016174065,1891.643382800355,1823.479756788492
1954-02-01,2083.7337719298243,1917.250141797741,1983.3409782194651,2214,2049.400780261909,2033.0370799700192,2047.092538308435,2064.485182565391
1954-03-01,2220.4179824561397,2052.9521518641877,2113.5516556957673,2234,2072.1531134198667,2174.3806753770696,2188.910692110557,2226.400677997017
1954-04-01,2328.4706140350872,2160.022582127731,2215.0984522908184,2279,2207.037323127985,2286.803059071249,2397.59239757924,2352.12244947659
1954-05-01,2391.365350877192,2221.935116914465,2271.4550522151467,2423,2338.477102442519,2315.142286720398,2251.754149424397,2268.2185590246154
1954-06-01,2545.839035087719,2375.426597373458,2419.3582975740123,2290,2297.8724441673976,2499.836850700852,2605.205970226212,2565.8619716450103
1954-07-01,2936.049561403508,2764.6549172334608,2802.9660831042597,2903,2958.2706706461213,2829.595004982435,2862.1593079036884,2674.277827797876
1954-08-01,4040.839035087719,3868.462178409107,3901.120514069046,4485,3740.396714689176,3470.1528452077036,3981.396229431487,4032.4244751788383
1954-09-01,3291.0495614035085,3117.6905041295777,3144.663695731529,3085,3279.896457041692,3673.9962981629224,3287.061570222675,3578.824075375662
1954-10-01,2821.996929824561,2647.655668936375,2668.9114175653926,2852,2582.4410073049617,2987.9649928185554,2942.9117598776284,2619.307587847654
1954-11-01,2642.4706140350872,2467.147146452245,2482.6531532548483,2629,2509.598543759563,2676.0994941071294,2725.3903657133005,2638.24797598254
1954-12-01,2403.944298245614,2227.638623324946,2237.3625870104224,2435,2264.4508864752606,2443.8852404484255,2468.03760941908,2419.0397735099405
1955-01-01,2227.1578947368416,2050.3611135941383,2082.340037070267,2227,2020.9012830720972,2363.956025364919,2317.5283871793417,2384.7066654321407
1955-02-01,2209.5263157894733,2032.7295406118324,2058.89411002412,1944,2125.1193357493494,2325.6775048387112,2340.9693424101124,2280.7609346313748
1955-03-01,2346.210526315789,2169.413754968331,2189.7639724516557,2125,2148.5327779554855,2325.776825126617,2142.592934682514,1920.7045226493192
1955-04-01,2454.263157894736,2277.4663895219273,2292.002255931822,2260,2284.1102076997477,2439.7609236623794,2276.4975961192904,2131.3817480372963
1955-05-01,2517.1578947368416,2340.3611285987145,2349.082644675149,2299,2416.275318038394,2506.5639892681565,2357.0249417504992,2367.07236626786
1955-06-01,2671.6315789473683,2494.83481334776,2497.741980786894,2323,2376.4281017753497,2571.7945348256553,2347.4866481199406,2126.1053455940746
1955-07-01,3061.8421052631575,2885.045337497815,2882.1381590039036,2659,3037.6158812541175,3131.2177311423534,2907.7742384582943,2897.8383659660703
1955-08-01,4166.631578947368,3989.8348029635144,3981.1132845893344,3761,3820.563589285184,3754.4219752149434,4038.965598575899,4201.126857440493
1955-09-01,3416.8421052631575,3240.0453329740376,3225.509462806343,2779,3360.917106613678,3511.0659716520327,2743.660015664742,2319.006149540981
1955-10-01,2947.78947368421,2770.9927020708874,2750.642483128616,2761,2664.347542840892,3020.8995821312537,2463.585475053731,2504.066223863534
1955-11-01,2768.2631578947367,2591.46638387681,2565.3018192403624,2446,2592.4230762474053,2805.4576845698434,2441.98325304631,2502.5168669468385
1955-12-01,2529.736842105263,2352.9400650395633,2320.961155352109,2278,2348.22552690298,2515.250351415169,2272.578167906351,2211.4674019857957
1956-01-01,2352.9504385964906,2176.6447595988084,2166.920809702008,1879,2105.658142427662,2304.385953692786,2063.447005838523,2027.2643983615953
1956-02-01,2335.3188596491223,2159.995390906555,2144.489388879798,1881,2210.8905250207245,2077.89622216376,1821.3105596980467,1553.7857770684868
1956-03-01,2472.003070175438,2297.6618095531067,2276.406059465153,2165,2235.3504081306387,2206.7536437518315,1944.7964647125275,2025.1462323944606
1956-04-01,2580.0557017543856,2406.6966483967553,2379.7234530370206,2199,2372.0063897666455,2380.812380307343,2142.348317926136,2265.165504155203
1956-05-01,2642.950438596491,2470.573591763595,2437.9152538059298,2308,2505.2821629850027,2421.243424734733,2292.6481602948625,2198.643085226663
1956-06-01,2797.4241228070173,2626.029480802693,2587.718303877141,2529,2466.577720589637,2532.013347209394,2228.112918046335,2293.3254092735024
1956-07-01,3187.634649122807,3017.222209242801,2973.2904979874984,2573,3128.940384924049,2957.7023409824965,2774.352124124238,2828.197313496232
1956-08-01,4292.424122807017,4122.993878998553,4073.4739414001583,3946,3913.0950887987256,3325.365659051211,4060.843442770123,3635.9859821580903
1956-09-01,3542.6346491228064,3374.186613299128,3319.110739378279,3200,3454.6877129587983,3400.2590234414597,2806.723760822857,2927.25330353965
1956-10-01,3073.5820175438594,2906.1161866860307,2845.5166813955457,2574,2759.389367005557,3125.9280195888737,2876.90077444511,3150.773692761102
1956-11-01,2894.0557017543856,2727.572072782006,2661.481241136167,2422,2688.7682292195805,2644.655755118025,2486.648537249114,2220.9850902811995
1956-12-01,2655.529385964912,2490.0279582348116,2418.478102810672,2446,2445.9061196706334,2365.256304560589,2227.893366873413,2214.1951078477796
1957-01-01,2478.74298245614,2314.7148570841096,2265.8075846572115,2828,2204.70628597876,2209.9319194209165,2091.8702211722702,2013.1088430786695
1957-02-01,2461.111403508771,2299.0476926819083,2244.778293265523,2879,2311.3383303432347,2396.6857138532428,2407.069535848132,2799.793246121805
1957-03-01,2597.795614035087,2437.696315618513,2378.129395215283,2800,2337.2299862125255,2644.43816991807,2905.136984827648,3132.1258777540716
1957-04-01,2705.8482456140346,2547.713358752214,2482.913522085437,2835,2475.3498515958777,2707.216070106064,2853.957148452494,2792.8030470769936
1957-05-01,2768.74298245614,2612.572506409106,2542.604358086515,2585,2610.1216195495463,2760.9019718165614,2897.5513764678635,2907.7133962417593
1957-06-01,2923.2166666666662,2769.010599738257,2693.9387453237764,2787,2572.9452828774574,2735.434636675598,2817.8779052974987,2770.0395253719716
1957-07-01,3313.4271929824554,3161.1855324684175,3081.074578534066,3334,3236.8681639231145,3037.611242141992,3066.490056054574,2794.2682633492986
1957-08-01,4418.216666666667,4267.939406514221,4182.853962980542,4746,4022.6151954970032,3794.0982032681222,4598.273226424708,4673.783806836753
1957-09-01,3668.427192982456,3520.11434510485,3430.1190039263593,3613,3565.8322583442523,3972.8131471763586,3770.81687168409,3965.558286897667
1957-10-01,3199.3745614035083,3053.026122781805,2958.1854908452046,3463,2872.190462066156,3317.4388922459357,3358.173752999255,2949.400064929272
1957-11-01,3019.8482456140346,2875.464213167833,2775.842897421288,3274,2803.257984943292,3089.131054134893,3140.227955865856,3273.7428461289637
1957-12-01,2781.321929824561,2638.902302910691,2534.5649078651354,2801,2562.116647045422,3011.887588220732,3198.6634411760806,3268.577951805244
1958-01-01,2604.535526315789,2464.571406050042,2383.651840414901,2488,2322.669695992593,2950.3760707935107,3015.647233898225,3147.1023577548995
1958-02-01,2586.9039473684206,2449.8864459378938,2364.412301660321,2386,2431.086733984079,2812.294607818969,2715.9089328706305,2495.96544383154
1958-03-01,2723.5881578947365,2589.5172731645507,2499.5854581810695,2428,2458.795494468349,2806.0963291527178,2707.301458926191,2261.7675731257714
1958-04-01,2831.6407894736835,2700.516520588304,2606.2239415560953,2678,2598.7645754546443,2840.7696325252227,2657.630920441685,2422.052267139612
1958-05-01,2894.535526315789,2766.357872535249,2667.8014359959275,2744,2735.417669999223,2854.96546394912,2613.690048175185,2389.614996762837
1958-06-01,3049.0092105263157,2923.7781701544523,2821.0547836058254,2772,2700.1547709060133,3102.7329683230732,2952.827128616708,2906.780124947313
1958-07-01,3439.219736842105,3316.9353071746655,3210.141879122633,3520,3366.023200518514,3622.677665454787,3085.3079625306946,3281.226799959013
1958-08-01,4544.009210526316,4424.671385510523,4313.904827809509,3833,4153.747891647214,4291.748214663574,4557.493740505441,4894.646201631156
1958-09-01,3794.219736842105,3677.828528391203,3563.1857349296088,3377,3698.974725037242,3953.5217687580607,3274.4537088830184,2653.614921859158
1958-10-01,3325.1671052631573,3211.722510358211,3093.3003899566183,3013,3007.374810289889,3688.9487441421434,2906.6835564745124,3183.2101462888986
1958-11-01,3145.640789473684,3035.1428050342915,2913.0382665747484,2871,2940.516325685736,3315.070435048789,2852.617668510902,2786.8259848868483
1958-12-01,2907.11447368421,2799.5630990672025,2673.8730489945247,2592,2701.4810912945436,2929.474858766748,2579.71740776787,2350.033588754788
1959-01-01,2730.328070175438,2626.214406496605,2525.1050554541007,2375,2464.1723547363595,2639.921975039719,2609.4389480750306,2234.4089888668877
1959-02-01,2712.6964912280696,2612.51165067451,2508.042892543213,2304,2574.7597182104564,2533.8365956968164,2358.9496750089147,2231.428895589892
1959-03-01,2849.3807017543854,2753.124682191219,2645.4257268415377,2464,2604.670915165303,2602.3616225095884,2262.9825896095645,2310.4518836565258
1959-04-01,2957.433333333333,2865.1061339050257,2754.306189928021,2557,2746.8745436101444,2799.8259956982633,2511.748669102958,2680.2500297711467
1959-05-01,3020.3280701754384,2931.929690142023,2818.1579660131906,2739,2885.7942966012342,2877.645528288407,2421.8264626730206,2583.8061864724987
1959-06-01,3174.8017543859646,3090.332192051279,2973.7178972023103,2714,2852.8301669425027,3102.640008328244,2771.0584830533,2732.6587222234575
1959-07-01,3565.012280701754,3484.471533361545,3365.143878232223,3102,3521.0294769774487,3506.67641622885,3294.38921096169,3419.1960176756947
1959-08-01,4669.801754385964,4593.1898159874545,4471.278014366082,3961,4311.117159516559,3706.876170473379,4096.696249395776,3375.088129073898
1959-09-01,3920.012280701754,3847.3291631581874,3722.9624108670505,3772,3858.739095304965,3787.6289888351057,3243.8098446354616,3465.0494345116595
1959-10-01,3450.9596491228067,3382.205349415248,3255.512857208811,3245,3169.5663939439564,3581.638767845761,3226.7241118635084,3379.556128407441
1959-11-01,3271.433333333333,3206.607848381381,3077.718827075572,3104,3105.167233714113,3227.3951572506135,3136.503953173662,3065.8349655739066
1959-12-01,3032.907017543859,2972.010346704345,2841.054004677862,2869,2868.6234346852,2933.325402428933,2693.5769136677945,2788.7427198482146
1960-01-01,2856.1206140350873,2799.6438584238003,2694.818708253835,2513,2633.838244477261,2697.6958572936474,2496.7203729793346,2617.0899942485485
1960-02-01,2838.489035087719,2786.923306891757,2680.321544393226,2385,2746.9812652895685,2548.454668928199,2474.9297271366595,2407.362034509668
1960-03-01,2975.1732456140344,2928.518542698519,2820.3016796757106,2756,2779.4802305705925,2607.303089565304,2536.353133182487,2507.228284779476
1960-04-01,3083.225877192982,3041.4821987023784,2931.8117456802365,2927,2924.3037383295773,2857.9722013731684,2860.1896413747427,2812.4922199108914
1960-05-01,3146.1206140350873,3109.287959229428,2998.3254266173317,2940,3065.87548162278,3038.7646082029955,3068.0907629429967,3073.9422086982468
1960-06-01,3300.5942982456136,3268.6726654287368,3156.5795645922576,3180,3035.595453254125,3115.1830688416276,2925.468997796253,2877.3216280436536
1960-07-01,3690.804824561403,3663.794211029055,3550.732054341858,3791,3706.510975567115,3546.0605118340495,3659.8518246975273,3532.371411167922
1960-08-01,4795.5942982456145,4773.494697945017,4659.625001129289,4093,4499.346981372237,4119.843438093833,4369.986949818151,4617.18633142305
1960-09-01,4045.804824561403,4028.6162494058026,3914.1005102177105,4309,4049.74935141462,4083.8782022582714,3852.532619190846,3868.5676808741828
1960-10-01,3576.7521929824557,3564.474639952916,3449.4743710808048,3532,3363.389195295557,3933.3221929268248,3658.159265917131,3745.203337351315
1960-11-01,3397.225877192982,3389.859343209102,3274.536057402784,3408,3301.834691295626,3524.977976853388,3519.8667358157945,3353.480470207096
1960-12-01,3158.6995614035086,3156.2440458221176,3040.759253394174,2839,3068.167659484589,3208.6409922094076,3169.970699326336,3134.9879624426103
1961-01-01,2981.9131578947363,2984.859761831626,2897.444277293128,2792,2836.291347482493,2762.7238613661325,2723.2670553641456,2443.7058052667626
1961-02-01,2964.281578947368,2973.1214145896356,2885.899735689382,2798,2952.3753574886123,2731.545908249516,2658.561616784177,2625.69615508919
1961-03-01,3100.965789473684,3115.6988546864504,3028.864795162612,3007,2987.8474229514163,2959.2364317798324,3067.374063412337,3135.9360534851676
1961-04-01,3209.018421052631,3229.644714980362,3143.392087291766,3086,3135.676141880144,3179.737601065584,3119.961552508722,3140.818270412072
1961-05-01,3271.9131578947363,3298.4326797974645,3212.955296287371,3201,3280.2852073310573,3300.236660985465,3206.928432385176,3058.9516114105854
1961-06-01,3426.386842105263,3458.799590286825,3374.291264254689,3428,3253.074612108081,3566.009828370394,3341.1050136827344,3404.804301761511
1961-07-01,3816.597368421052,3854.9033401771967,3771.5578859305633,3754,3927.091678554715,3973.1298579551058,3821.3504618258376,4001.8704251855306
1961-08-01,4921.386842105263,4965.586031383211,4883.597266578151,4917,4723.061339481448,4239.829185864329,4432.251998404896,4016.752285634195
1961-09-01,4171.597368421052,4221.68978713405,4141.251511460611,3760,4276.629475633409,4585.9364681350635,4696.851113640492,5094.603236924373
1961-10-01,3702.544736842105,3758.5303819712153,3679.8364100516255,3609,3593.4671966118894,3952.092895391249,3538.887514253568,2942.61496947918
1961-11-01,3523.0184210526313,3584.897289517454,3508.1414360354083,3471,3535.14268069747,3635.879728345848,3329.0632303282146,3440.770620132297
1961-12-01,3284.4921052631576,3352.2641964205222,3277.6402736224823,3347,3304.737747959912,3250.9255699170017,3106.1618820762087,2868.315614858615
1962-01-01,3107.7057017543857,3181.862116720083,3137.633241051003,3333,3076.155646019261,3150.2085004385617,3041.887684798929,3263.6618590947564
1962-02-01,3090.074122807017,3171.1059737681453,3129.4289449107064,3456,3195.56597707479,3189.1231988231925,3157.8059292859944,3305.7716819711814
1962-03-01,3226.758333333333,3314.6656181550125,3275.7665517812666,3569,3234.3964745749704,3417.444311696019,3508.9694468199123,3624.987524847036
1962-04-01,3334.8109649122803,3429.593682738977,3393.698693241634,3900,3385.615736529044,3571.028695200807,3671.23792239352,3609.8560318818236
1962-05-01,3397.7057017543852,3499.363851846132,3466.699053502334,3909,3533.647455993267,3773.1212521204025,3822.944608566954,3981.4378065976134
1962-06-01,3552.179385964912,3660.712966625546,3631.50447466863,4098,3509.8916257715696,3947.491755739718,4067.827294895929,4096.991965442614
1962-07-01,3942.3899122807015,4057.798920805969,4032.2728514773626,4826,4187.395568207448,4326.364190243392,4693.263911084071,4389.702735999992
1962-08-01,5047.1793859649115,5169.463816302036,5147.846289191692,5770,4986.884216111392,4774.017682144117,5366.609942883282,5950.770968892084
1962-09-01,4297.3899122807015,4426.5497763429275,4409.066893074776,5108,4544.003450228531,4692.0287694188155,5154.450021952176,4581.513182102892
1962-10-01,3828.337280701754,3964.3725754701454,3951.2504526002976,4360,3864.424380160157,4465.679336300493,4721.733864279409,4917.494273911452
1962-11-01,3648.81096491228,3791.7216873064367,3783.186441452467,4100,3809.715184186848,4050.528367554912,4350.547876672563,4191.060118041803
1962-12-01,3410.2846491228065,3560.070798499558,3556.348543841812,3562,3582.957682378366,3776.1603926830658,3874.633435680257,3937.63777797273
